,date,parliament.no,session.no,period.no,chamber,page.no,proof,day.start,name,name.id,title,type,electorate,party,role,in.gov,first.speech,para
217,22/6/50,19,1,1,SENATE,4740,0,22/6/50,Senator COOKE,JQN,APPROPRIATION BILL (No. 2) 1949-50,bill,,,,0,0,"
 
- No. Money wa9 appropriated for the work and the Labour Government called for the supply of materials, but this Government has neglected the job. Similar disgraceful conditions exist at Mount Hawthorn, and the position at Subiaco is worse. The men at Subiaco are not provided with a recreation room or even a lunch room. Access to their workroom is gained by an alleyway that is not wide enough to permit comfortable passage for a man of my size. Those are the conditions under which men whom Government supporters criticize are working to the best of their ability. The staffs at Fremantle, Cottesloe and the depot in Brisbanestreet, Perth, are similarly handicapped. I urge the Government to rectify this shocking state of affairs. The men have suffered considerable hardships during the summer months, but their situation will become worse as the coldest period of the winter approaches. If the Government is not prepared to have the work done in the interests of the men, at least it ought to have it undertaken in the interests of efficiency and economy. The installation of proper offices and amenities would effect a saving by the reduction of sick leave alone, and the health of the men and their families would improve considerably. These skilled technicians are worth looking after, not only because such men are scarce, but also because they are willing and efficient workers. 
 
I regret that the proposed appropriation provides only for the bare requirements of essential services. The Government has not made any attempt to finance any of the developmental undertakings that it promised the people that it would initiate. The appropriation will enable the Government only to pay its wages bill. Between now and the time when the budget is presented, nothing further will be done. Prices will continue to spiral, but no action will be taken by the Government. Honorable senators opposite laugh, but they would not laugh if they were on the basic wage. They remind me of what was said by a poet - "" He  grinneth  a lot, but he is still a rogue "". 
 
I turn now to the position of trainees under the Commonwealth reconstruction training scheme. The question of their conditions and allowances was receiving the attention of the Chifley Government before the last general election. In 1945, trainees received an allowance of £3 15s. a week, and that was subsequently increased by 15 per cent. These young exservicemen and women are being rehabilitated and taught trades so that they may become useful citizens. A tradesman is an asset to the country. They are trying to exist on the miserable pittance that they are getting at the present time - £3 15s. a week. Some of them have wives and children. "
218,30/11/50,19,1,2,SENATE,3348,0,30/11/50,Senator GRANT,KMN,COMMONWEALTH JUBILEE CELEBRATIONS,Questions,NEW SOUTH WALES,,,0,0,"
 
- I preface a questionto the Minister for Trade and Customs by saying that recently  Senator Armstrong  asked a question inthis chamber concerning the performance, as a pageant, of Longfellow's poem 
 

             Corroboree could be performed during the celebrations. Is the Minister able to inform me to whom I should address suggestions in order that they might be considered by the responsible organizing committee? "
219,25/10/50,19,1,2,SENATE,1315,0,25/10/50,Senator O'BYRNE,JYA,BEAUTY IS FURIOUS WITH MR. FADDEN,miscellaneous,,,,0,0,"
 
I tender my apologies to "" Banjo "" Paterson, but that version of his poem, to my way of thinking, aptly describes the situation that exists to-day. "
220,25/10/50,19,1,2,SENATE,1316,0,25/10/50,Senator O'BYRNE,JYA,BEAUTY IS FURIOUS WITH MR. FADDEN,miscellaneous,,,,0,0,"
 
- I consider that if one wished to be brief, that version of the poem would suffice as a. speech on the budget. But I wish to refer again to the position that wool-growers are in. At the last general election, the present Government parties promised the people that, if they were returned, they would, among other things, end shortages, reduce prices and introduce legislation to provide for ballots in trade unions. Did the Government conduct a ballot of wool-growers before it announced its iniquitous scheme for the prior payment of income tax by wool-growers? I have not heard of a ballot being conducted at which the woolgrowers of Australia, gave the Treasurer  (Mr. Fadden)  authority to use their money - and it is their money that he proposes to use. The simple fact is that the Government was faced with the prospect of a budget deficit of £103,000,000, and the only means which it could think of to balance the budget was to dip into the pockets of the wool-growers and take from them in advance taxes to an amount of £103,000,000. If the Government considers that proposal to be fair, the ethics of taxation and balancing budgets have taken a peculiar turn since the Labour party surrendered the reins of office. 
 
Honorable senators opposite have refrained from referring to the promises that they made in relation to preventive medicine and diagnostic clinics. I have not heard of one Commonwealth diagnostic clinic being established in the last eleven months, so, without doubt, the promise that such clinics would be established was only a bribe to get votes. The Government parties believe that votes should be won. by all possible means, even by pulling the wool over the eyes of the people. This Government could aptly be described as the "" wool-gatherer's government "". It pulled the wool over the eyes of the general public of Australia last December, and now it is pulling wool out of the bales of the wool-growers and using it to balance the budget. With regard to preventive medicine, the Minister for Health- 
 
- He was referred to last night by the Prime Minister  (Mr. Menzies)  as Dogsbody. The right honorable member for Cowper believes that his health scheme, which has the approval of the British Medical Association, is better than the scheme for which "
221,21/11/50,19,1,2,SENATE,2649,0,21/11/50,Senator ARMSTRONG,K0C,COMMONWEALTH JUBILEE CELEBRATIONS,Questions,,,,0,0,"
 
- Is the Minister representing the Prime Minister in a position to say who was responsible for the choice of the American poem  Hiawatha  which is to be produced during the Commonwealth Jubilee Celebrations next year, and whether the Government is satisfied that there is no Australian work worthy to use during the celebrations? Is the Government also satisfied that there is no Australian singer competent to sing that role and that the importation of a Red Indian baritone is therefore necessary? "
222,31/5/50,19,1,1,SENATE,3418,0,31/5/50,Senator COLLINGS,K7P,SENATOR J. S. COLLINGS,miscellaneous,Queensland,,,0,0,"
 

             - by leave - I feel that I ought to say something on this occasion because of the very kind remarks that have been made about me this afternoon. I particularly thank the Minister for Trade and Customs 
 
I remember an occasion when a Premier of Queensland was being honoured. The assembled gathering sang "" For He's a Jolly Good Fellow "". When the song had finished, the Premier said, "" Gentlemen, this is not the first time that that song has been sung to me. Usually I tell ray private secretary to make a note of all those who are not singing "" ! I have been assured this afternoon, and I accept the assurance with humility and gratitude, that all honorable senators present agree with the sentiments that have been expressed. I remember another occasion when a man was being honoured. The gathering said some very nice things of him, sang, ""For He's a Jolly Good Fellow "" and generally expressed some very agreeable sentiments. When he came to reply, he said, "" Gentlemen, I do not believe that I am as good as you have said I am, and I am quite certain that I am not as bad as most of you are thinking I am""! I do not feel that way this afternoon. 
 
I said on the 8th March that I would not speak again in this chamber, but this speech has been forced upon me. I believe that all members of Commonwealth and State Parliaments and municipalities in this country have, in these days, an unusual responsibility. We have to do the ordinaryeveryday things that must be done. We must assemble here, take part in debates and do our best to raise the standard of comfort of the people of this wonderful country. But I emphasize that the developments that are now taking place in the world must bring home to all of us a new lesson. The world to-day is not the world with which we have been acquainted during most of our lifetime. It is an entirely new world, in which scientists are developing methods of destroying human life that were previously beyond our comprehension. The scientists say that the tremendous engines of destruction that they are developing may be used for industrial purposes and be of immense benefit to mankind. The question is whetherwe are going to use them for destruction or construction. It seems to me that that imposes upon every one of us a new and greater responsibility. 
 
In conclusion, I shall recite a poem that I learned some years ago. It is - "
223,31/5/50,19,1,1,SENATE,3428,0,31/5/50,Senator SHEEHAN,K5X,Second Reading,bill,,,,0,0,"
 
- I believe it is. What has been the attitude in the past of those who are now embracing the cause of trade unionism? I remember that, in my earlier years, we were told that the industrial trouble that was. occurring then was due to the actions of agitators, and that the trade union movement would be an excellent movement if only it would rid itself of the agitators, who were stirring up strife. They went on to jobs, saw the conditions under which men were working, and tried to improve them. Speaking from soap boxes, they asked the workers whether they intended to submit to those conditions. They made- some very  inflamatory  speeches. They talked revolution. Henry Lawson, one of the greatest of Australian poets, wrote of and predicted a bloody revolution. Others besides myself have been inspired by his poetry. If he were alive to-day and wrote poems such as  Faces in the Street,  the power and majesty of the law, through pimps and stooges, would be invoked against him, and he would be declared under this measure. There was a time when trade union officials were denied access to men on the job. They had to sneak round corners, meet men as they came away from their work and establish contact with them by all kinds of subterfuges so that they could form trade unions. The employers said that trade unions were all right, except for the agitators. Now it is said that strikes are inspired by the Communists in. our midst. I wonder how many Communists there were in the old Australian Workers Union or the Shearers Union in the 18909. I wonder how many Communists there were then in the coal miners' unions. "
224,7/11/68,26,2,2,SENATE,1844,0,7/11/68,Senator O'BYRNE,JYA,I. PURPOSE OF THE PROPOSED PARK,Questions,,,,0,0,"
 
- I hope they were not. Perhaps I am being a little too sensitive. On the border of Scotland the great old custom is obesrved of marriage by the village blacksmith. Poetry has been written about that custom. People visit there on a weekend and are married over the anvil beneath the spreading chestnut tree. A marriage involves two people in love and with faith in one another sufficient to plight their troth. "
225,8/5/68,26,2,1,SENATE,852,0,8/5/68,Senator ANDERSON,JZQ,COMMONWEALTH LITERARY FUND,Questions,,LP,,1,0,"
 
Both the Advisory Board and the Committee give special consideration to assisting and encouraging young writers of promise. They are awarded fellowships and the publication of their work, particularly poetry, is aided. "
226,14/3/68,26,2,1,SENATE,111,0,14/3/68,Senator WEBSTER,KAS,GOVERNOR-GENERAL'S SPEECH,Questions,,,,0,0,"
 
I suggest that Great Britain is by no means looking at the present time to a lowering of its prestige in the world. I recall clearly a poem which has stood for 80 or 90 years and emphasises the thought which Great Britain should have in world affairs today. It runs:  lt is not to be thought of that the Flood "
227,14/3/68,26,2,1,SENATE,111,0,14/3/68,Senator WEBSTER,KAS,GOVERNOR-GENERAL'S SPEECH,Questions,,,,0,0,"
 
That poem reads like a prophecy that Great Britain will rise again. I believe that Australia, as one of her children, should play a prominent part in seeing that all that can be done for Britain is done. Surely this Federal Government has done that. Recently, perhaps against Australia's own national needs and to it's own disadvantage, this country decided not to follow Britain's example of devaluation. In this matter the Government has upheld something which will be to the good of Great Britain in the future. "
228,16/10/68,26,2,2,SENATE,1314,0,16/10/68,Senator GEORGES,7V4,Formal Motion for Adjournment,miscellaneous,Queensland,,,0,0,"
 
- 1 rise to support the motion proposed by  Senator Keeffe  and to indicate that the matter in question is. .so urgent that we impress upon the Government that it should use the same speed and take such effective measures as were adopted to protect the interests of MLC Ltd. Public interest in the protection of the waters of the north is substantial. I learned from two files which I obtained from the Parliamentary Library that there is a tremendous amount of material in periodicals and newspapers supporting our stand. If the people in the south of Australia are interested in this matter, especially the protection of the Great Barrier Reef, how much more interested must be the people who. live in the north - the people whose economic future depends upon the development of the area? 
 
Let me deal first with the Great Barrier Reef. The protection of the Reef is a matter not only of national interest but also of international interest because, as has been indicated, it is a wonder of the world. Honourable senators on both sides of the chamber have indicated support for the proposition that the Reef should be protected. However, the initiative must be taken quickly. There are complicated and varying views on the legality of- any such action on the part of Australia. The Melbourne Age' of 27th August 1968 carried an article on this subject under the heading 'Doubts on Ability to Protect Reef. The article was in these terms: .  
 
Australia's competence to safeguard trie Great Barrier Reef was in serious question overseas and some form of international control had been suggested. 
 
Australian poet and conservationist Judith Wright said this in Townsville on her return from « 20-eountry 5-month trip to Europe, UK and Asia for talks with world conservation authorities. 
 
Miss Wright said all scientists and conservationists she spoke to were well informed on the threat lo the Reef posed by negligence, lack of scientific knowledge and prospecting and mining activities. . . . But they had grown increasingly concerned over the apparent lack of government policy lo guarantee preservation of the Great Barrier Reef in its natural state and the lag in scientific study of the Reef. 
 
I emphasise the next part of the article: 
 
They made the point that the Great Barrier Reef is not part of Australia, not really in Australian waters', said Miss Wright. 
 
If this is an international question, then it is important that something be done immediately by the Australian Government lo determine the legality of our claims to control the area. The suggestion of my Party is that we should take the initiative, exercise supervision and control over the whole area, and then place the matter before the International Court. We make that suggestion in the international interest, not merely in the national interest. "
229,27/8/68,26,2,2,SENATE,324,0,27/8/68,Senator BISHOP,K1Y,Ministerial Statement,miscellaneous,,,,0,0,"
 
The extent of their agony may be gauged by this poem of Yevtushenko, published early in the Czech crisis in (significantly enough) the Rusian equivalent of 'Life', the illustrated weekly 'Ogonek'. "
230,27/8/68,26,2,2,SENATE,324,0,27/8/68,Senator BISHOP,K1Y,Ministerial Statement,miscellaneous,,,,0,0,"
 
I shall quote three verses from the poem to which he refers because they support the attitude we are taking today. They read: "
231,27/11/68,26,2,2,SENATE,2459,0,27/11/68,Senator McKELLAR,KTL,MAGNA CARTA,Questions,,,,0,0,"
 
-I think that is correct. But if the National Library incurred a liability in acquiring the document, surely it can be reimbursed by Parliament. I do not think there is any worry on that score. I will close by repeating and endorsing the words of the poet who many years ago wrote: 
 
Breathes there a man, with soul so dead, 
 
Who never to himself hath said, 
 
This is my own, my native land? "
232,23/10/68,26,2,2,SENATE,1521,0,23/10/68,Senator GEORGES,7V4,PROPOSED EXPENDITURE 1968-69,Questions,Queensland,,,0,0,"
 
- I wish to refer to the provision for the embassy in the Kingdom of Greece, and should like to bring the Department up to date. In doing so, I propose to refer briefly to certain events. On 21st April 1967 a military coup took place in Greece. The coup was swift, well planned and practically bloodless. Having seized power, the militaryjunta stated that it had acted to save the country from an impending Communist revolution. Subsequently the junta proclaimed its aim of rejuvenating Greece, which had allegedly become degenerate under parliamentary rule. It will be recalled that the military coup occurred shortly before the Greek general elections in which most observers had predicted a sweeping victory by George Papandreou's Centre Union, a reform party of moderates opposed both to the extreme right and extreme left. 
 
Since coming to power the junta has suspended parliament, gaoled some 6,500 political opponents, banned all political parties, banned public meetings, terminated civil and personal liberties guaranteed by the 1952 constitution and imposed a rigorous Press censorship. About one thousand books have been banned, including works of modern Greek authors, chiefly historians, novelists and poets. I mention this because the point I am making is that we no longer have a Kingdom of Greece and the wisdom of the expenditure proposed under this head can be questioned. Even the Greek classics are not safe. Plays by Aristophanes, Euripedes and Sophocles have been compulsorily dropped from theatrical repertoirs in order allegedly to protect the moral, spiritual, artistic and cultural standards of the Greek people. "
233,26/9/68,26,2,2,SENATE,1016,0,26/9/68,Senator Wilkinson,KB9,Second Reading,bill,,,,0,0,"
 
-  It is a matter of poetic licence. "
234,2/4/68,26,2,1,SENATE,479,0,2/4/68,Senator ORMONDE,JZU,Motion to Disallow Regulations,miscellaneous,,,,0,0,"
 
- I am speaking about the red telephones. I admit that they are less likely to be damaged than are public telephones in suburban areas. There is less likelihood of poets writing on the walls of the telephone booths because there are no telephone booths. That is the major form of damage to public telephone booths. It has always been a problem. If one makes representations to the Postmaster-General to have a telephone installed on a particular street corner he is told that there is one within 200 or 300 years and that it costs too much to install a new telephone. I sympathise with that point of view but I cannot understand why the two companies that control the red telephones get all the cream. Why are they given the chosen parts of the  city for their telephones? I have mentioned hotels. The same remarks apply to big department stores. For many years they provided additional telephones as a service to the public but now someone else has horned in. If that is not a case of the Post Office providing unnecessary competition for itself, I do not know what it is. 
 
Is the Post Office considering handing over some of its technical sections to private enterprise? We would have reason for grave concern if it were. Is the Government considering winding up the Post Office? I hope it is not. The Government could quite easily hand over other sections of the Post Office to private enterprise. What about postage stamps? If the Post Office can get away with handing over its telephone services, what is to stop it handing over its stamps? "
235,21/8/68,26,2,2,SENATE,184,0,21/8/68,Senator BUTTFIELD,K3O,PARLIAMENT HOUSE SITE,Questions,South Australia,,,0,0,"
 
I have heard it said that if parliament house were built on Capital Hill 70 feet of soil would have to be taken off the top. Id discussing this matter with some of the newer members of the Parliament I find that they are not aware that a great deal of soil was brought in to form the site on the lakeside which is now proposed for parliament house. I maintain that if that amount of soil has been brought in to make that site suitable, soil could be brought in to build up the area of the top of Capital Hill so that the present level could be maintained, or even raised. Less soil would be required to be brought in to bring the site up to the required level than would have to be taken away to lower the level by the 70 feet that has been mentioned. There is very little more to be said. I certainly will be casting my vote in favour of Capital Hill, but in appealing once again to those who have yet to declare their thinking I should like to be emotional for a moment. I am not ashamed to be emotional on this issue.I believe it is one in which we arc looking forward for many, many years - many centuries. I hope - making a decision for all future Australians. In order to stress the point at issue I should like to read a poem, with a few paraphrased lines in it. It is called 'Australia - Land of the Future', and it reads: "
236,21/8/68,26,2,2,SENATE,192,0,21/8/68,Senator O'BYRNE,JYA,PARLIAMENT HOUSE SITE,Questions,Tasmania,,,0,0,"
 

               - Mr Acting Deputy President. I have been most impressed by the eloquence, the enthusiasm and the poetry of this debate on the subject of the site for the new and permanent parliament house. Perhaps it is fitting for honourable senators to give expression to their aesthetic and other views on something that not only can become a thing of beauty but also can turn into an object that might bring criticism on this generation if we do not make the right decision. lt does not fall often to the lot of 184 people to make such a decision as this. Parliament houses unfortunately are too rare throughout the world. Perhaps our world would be a better place if many more parliament houses were to be found in a greater number of countries. We have the honour and privilege to live in this country where the institution of parliament is accepted. We accept the history and the traditions of Parliament. I think that most of us, after listening to the debates on this matter, are seised of the great importance of perpetuating and, if possible, enriching these traditions and the status of Parliament. So, I take it as a great honour to be one of the senators in this chamber and to be one of the members of this Parliament in this period in the history of Australia. 
 
We have the responsibility of making up our own minds about choosing a site for the new and permanent parliament house. I feel that we need  to  draw on our best resources in order to be able to have a good long look into the future to determine what is involved in the decision that we are to make. For a start, we can take the material decision that on Capital Hill we have 130 acres of land that, without very much difficulty, engineers could turn into whatever shape they wished. In the days of Walter Burley Griffin, it would have been a horse, cart and barrow job to do anything with Capital Hill. That was the means of moving earth in those days. Even an imagination of the greatest elasticity would boggle at the thought of moving that hill with horses, carts and barrows. Yet, today, with modern equipment, this would be a matter of ease. With the equipment available in Australia the whole of Capital Hill could be moved down to water level. "
237,15/10/68,26,2,2,SENATE,1258,0,15/10/68,Senator MCCLELLAND,KTA,(Question No. 542),Questions,,,,0,0,"
 
I also see that the Australian Arts Council has appointed a sub-committee to advise the Council on what it will do so far as drama is concerned. On 1st October, the Australian Arts Council announced the formation of a drama committee to advise the Council, and it is interesting to note the names of the members of that committee. They include  Mr Geoffrey  Dutton, an Adelaide poet and author, Professor K. C. Masterman, Head of the School of Drama, Australian National University, Miss Patricia Rolfe, Assistant Editor of the Bulletin', Miss Katherine Brisbane, theatre critic, "
238,28/8/57,22,2,2,SENATE,32,0,28/8/57,Senator SPOONER,K7A,WORKLESS QUEUE .GROWING LONGER,Questions,,,,0,0,"
 
-  I have no doubt that, if it suits the Opposition, honorable senators opposite will produce it. What we want in the National Parliament is not the statements of pressure groups, but a fair presentation of the facts so that we can reach a proper conclusion. Nobody can be 100 per cent, perfect, and I concede that although our present rate of unemployment is only one-half of 1 per cent., there must be patches in various parts of the country which it is- difficult- to get at. We are not 100 per cent, perfect, but I claim that we are pretty close to it. One does not have to rely on poetic licence to arrive at the conclusion that, if one one-half of 1 per cent, of our work force is in receipt of the unemployment benefit, 99.5 per cent, of the people who live and work in Australia are enjoying comparatively prosperous conditions. 
 
V/e have to look at this matter on a wide front.  Senator O'Byrne  has apparently taken exception to my contention that it is wrong to create a scare. We know that nothing succeeds like success. As a nation, figuratively speaking, we have put our hands to the plough to do certain things. We have committed ourselves to a situation in which we contemplate increasing our work force by some 60,000 persons each year by natural increase and immigration. Above all things, if we are to progress, we must not lack confidence to carry our task through to a successful conclusion. During the period of seven and one-half years that this Government has been in office, there has been practically no unemployment in Australia. Why, almost on the eve of the presentation of the budget, bearing in mind our record, has the Opposition seen fit to create these scares and so make our task more difficult? 
 
As I said previously, during the last twelve months the number of persons in receipt of the unemployment benefit has increased from 9,164 to 20,491. It must not be forgotten that, during the same period, about 60,000 immigrants have come to Australia. We have to face the situation that, during the last twelve months, the demand for labour has not increased commensurately with the increase of the work force. "
239,20/3/57,22,2,1,SENATE,40,0,20/3/57,Senator ANNABELLE RANKIN,K28,BLEAK ESTIMATE OF ATOMIC WAR,Questions,QUEENSLAND,LP,,0,0,"
 
I suggest that considerationbe given to some scheme along the lines I have mentioned to afford assistance to the aged sick. Could not we help provide something in the way of flats or cottages with easy access to our large hospitals so that the aged sick could be given particular care and, indeed, not have to stray away from a loved one for ages? They could have care and attention at home from their partner andreceive necessary treatment from the hospital at regular intervals. If we can get a better appreciation of the needs of aged people through those people who work so closely with them in the fields of medicine, social work, religious activities and science, and if we do what we can to help them in all ways, then we will have made a very worthwhile contribution. I am reminded, when I thing of our aged, of Browning's poem - "
240,10/10/57,22,2,2,SENATE,528,0,10/10/57,Senator CAMERON,L8E,SOCIAL SERVICES BILL 1957,bill,,,,0,0,"
 
-  Honorable senators are laughing. It does not matter to them. They are all right and they are satisfied, but these unfortunate people, the pensioners, are not organized. They are incapable of speaking for themselves as an organized body, and the Government has no respect for them. The organized bodies of workers who are capable of withholding their labour power, and of challenging the Government as it should be challenged, get more consideration. The Government will yield to physical pressure, but it will not yield in the slightest to what might be called dialectical pressure. 
 
The Government puts into words the terms and conditions under which the aged people are to be treated and the way they are to be buried. The Government would bury them as paupers, just as it would bury a mongrel dog. It shows no response at all unless it is faced with organized physical pressure which I have advocated through the years. I feel that I should tell the Government these things. I cannot imagine anything more appropriate to the occasion than the lines by that well known Scottish poet, Robert Burns - 
 
Man's inhumanity to man 
 
Makes countless thousands mourn! 
 
It is man's inhumanity to man in this year, 1957, that is making countless thousands mourn. "
241,21/3/61,23,3,1,SENATE,259,0,21/3/61,Senator PALTRIDGE,JZY,CIVIL AVIATION,Questions,,LP,,1,0,"
 
-  I can assure the honorable senator that my statement definitely was correct. I noticed this advertisement and I was a little puzzled, because at first glance it did seem that it conflicted with what I had said. However, a careful reading of the advertisement shows that the airline's claim that it is now carrying more passengers than before may well be right without being in conflict with my own statement. The advertisement refers to Australia and Papua and New Guinea. Statistics relating to Papua and New Guinea have been included in air traffic figures only in quite recent times. Therefore, it is possible that the absolute figure is greater, but my own statement relating to traffic growth remains as it was - quite correct. I have no harsh criticism to offer. I believe that advertisers, like poets, claim and are accorded a little licence. "
242,18/4/61,23,3,1,SENATE,537,0,18/4/61,Senator HANNAN,KNU,Second Reading,bill,,,,0,0,"
 
- I am very glad to hear the honorable senator say that. I am sure that contentment and bliss are mirrored in his countenance. 
 
The womanless communities of the Australian bush set very high store upon womenfolk, as the historian shows. It was not only the American Marines who held the view that there is nothing like a dame. The bush women in Australia were held in tremendous respect and properly idolized. I think it was the Australian poetess 
 
Dorothea Mackellar who immortalized them when she wrote - 
 
Fur love they faced the wilderness, the women of the west. 
 
The men took that attitude and they placed the women, as I said earlier in my remarks, on a pedestal - on a plane to which women were never exalted at any other time or in any other place. Men looked to marriage to provide comfort, companionship and children rather than to satisfy a romantic or erotic spirit. Oddly enough, the scientists tell us, the men of the 19th century in Australia were a little shy and a little ashamed of romantic feelings. They felt that it was a little ungentlemanly to indulge in the romantic and the erotic. They tended very largely to limit their conversation amongst themselves to matters of a strictly masculine character. They frowned on any tendency to allow such women as came to the bush to mix generally in male society. "
243,30/4/59,23,1,1,SENATE,1144,0,30/4/59,Senator HENTY,KOW,Second Reading,bill,Tasmania,LP,Minister for Customs and Excise,1,0,"
 
. -  I move - 
 
That the bill be now read a second time. 
 
Honorable senators are requested to consider a bill now presented to amend the Customs Act 1901-1957. This bill deals with various aspects of customs but its main provisions are in the interests of work simplification. It proposes to abolish declarations on certain entries; to simplify the appointment of wharfs under the act and the licensing of carriages used in the movement of under bond cargo. It also introduces a new concept for documentation in the removal of customable goods; it supplies the legislative backing for simplification of drawback procedures and it removes unnecessary requirements of the act which are now outmoded by modern-day practice. In addition, it proposes to give certain rights to customs agents in the matter of the suspension or -cancellation .of their licences. The powers of the customs in regard to the production .of genuine invoices are strengthened .by .this bill, and it provides authority for an .officer .of .customs or police to arrest, without warrant, a person who the customs or .police officer has reasonable grounds for believing has assaulted an officer in the .execution of his duties. It also makes certain .minor machinery amendments .to the .existing act. 
 
Under section 155 of the Customs Act declarations must be made on certain customs entries as to the correctness of the details shown on the entry. In accordance with the Government's policy to simplify procedures as much as possible, it has been decided to dispense with 'the requirement that declarations be made on certain entries and to make a simpler provision for the identification of -the person making the entry and assuming responsibility as to its correctness. 
 
Section 15 of the Customs Act requires wharfs to be appointed within the limits of ports. Modern wharf building programmes extend wharfs for some distance on to land. Limits of ports are usually defined on high water marks and, in consequence, when appointing new wharfs it has been necessary to re-proclaim the limits of the port. The present bill will enable wharfs to be appointed whether or not they are within .the poet limits. A considerable amount of detailed administrative work will be saved by this measure. "
244,30/9/59,23,1,2,SENATE,897,0,30/9/59,Senator MAHER,KSL,FOREIGN AFFAIRS,miscellaneous,,,,0,0,"
 
-  They certainly did have, in past days, to a far greater extent than is the case to-day. Failure to obey the orders of a very few fanatical, international Communists at the top, who rule red China, means imprisonment or death. Indeed, to tens of thousands of Chinese people, death is far preferable to living under this stern and tyrannical rule. 
 
At this point lies the great challenge of our time - freedom or slavery. If the world came under full Communist control, a few powerful men: - bloodthirsty despots - having, total control of power weapons could hold, hundreds, of millions of people all over the world in subjection as complete and absolute as that which the Pharaohs exercised over the slaves who built the pyramids.. 
 
Is there any escape for the human race from such horrors? Is there any hope of the Chinese mainland masses throwing off the terrible grip of Communist enslavement? Euripides, an- Athenian poet who flourished about five centuries B.C., declared in that far-off time1 - "
245,10/11/59,23,1,2,SENATE,1319,0,10/11/59,Senator McKENNA,KTN,NOES,bill,Tasmania,,Leader of the Opposition,0,0,"
 
. - The use, from my side of the chamber, of the term "" gentlemen in inverted commas "" and the interjection by  Senator Scott  of "" chicken feed "" in relatively the same context, reminded me of a little doggerel poem I saw scribbled on the first page of a bankrupt's book on one occasion. It was a book in which he recorded the amounts that he had borrowed from innumerable people and, of course, had never repaid. The opening two lines went like this -  ""lis mean to rob a hen roost of a hen, But stealing largely makes it gentlemen. "
246,26/2/59,23,1,1,SENATE,221,0,26/2/59,Senator WADE,KAF,ADDRESS-IN-REPLY,Questions,Victoria,,,0,0,"
 
I urge the Government not to be stampeded into any reduction  of  the quotas that it has decided upon. I point to the Snowy Mountains scheme, and if I were tempted to become poetic, 1 might describe it as the fulfilment of a vision splendid. I remind the Senate that 80 per cent, of the  worK  force of that undertaking has been supplied by new Australians. Having regard to the accomplishments of new Australians in relation to that scheme and other projects throughout Australia, we must admit that they are playing a magnificent part in the development of this country. The Government should resist the suggestion thai, because there is a pocket of unemployment here or there, due to seasonal conditions or other unfortunate happenings, its immigration policy should be reviewed. I say to the Government that I believe its policy is the right and courageous one, and that no other would satisfy our needs. "
247,17/11/59,23,1,2,SENATE,1556,0,17/11/59,Senator WILLESEE,KBC,NOES,bill,WESTERN AUSTRALIA,ALP,,0,0,"
 
. -  This controversial clause was referred to, not only during the secondreading debate on this bill, but also during the Budget debate. The effect of the clause is to increase from £300 to £400 the allowable taxation deduction for superannuation contributions and life assurance premiums. On two occasions, the Minister has said that 25,000 taxpayers in Australia will be affected, and he has agreed that, as a proportion of the 3,850,000 taxpayers in Australia, that is not a large number. I should like the Minister to tell me how  he  arrives at the figure of 25,000. Are we to infer from the Minister's remarks that already 25,000 people in Australia are paying more than £300 a year in superannuation contributions and life assurance premiums, or did he mean that he assumes that 25,000 people, having regard to their incomes, will be able further to invest in this way? Or is it a bit of each? I do not know how the Minister has arrived at the figure of 25,000. I was rather amazed when the Minister referred to these people as the salt of the earth and said that through theirown effort they were providing for their own future. To me he seemed to underline the fact that they were providing for their own future. It appears that because they can provide for their own future the Government then says in effect,  ""We  will give you a helping hand"". It seems that the old poem "" Our paths grow wider as the seasons creep "" is the approach of the Liberal Party in helping a particular bracket of people in contrast to the attitude of the Labour Party. 
 
I think the normal human approach would be that if these people were able to provide for themselves whether it be through their ability, their good fortune or their good health or because of any other circumstances in this fair country of Australia, we should say, "" Congratulations to you, we are glad to see it "", but surely the Australian people should not be expected to make their path any easier. "
